Match Date,Year,Format,Opposition,Venue,Runs,Balls Faced,Batting Strike Rate,Wickets,Overs Bowled,Runs Conceded,Economy,Bowling Strike Rate,Result,Player Name,DOB,Nationality,Playing Role,Batting Style,Bowling Style,Biography
2024-05-06,2024,T20I,South Africa,Away,0,0,0.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-05-13,2024,ODI,South Africa,Away,57,43,132.5581395348837,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-05-21,2024,T20I,West Indies,Away,49,14,350.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-05-28,2024,ODI,Pakistan,Home,0,18,0.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-06-05,2024,T20I,England,Away,52,6,866.6666666666666,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-06-12,2024,ODI,Bangladesh,Away,44,46,95.65217391304348,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-06-20,2024,ODI,England,Away,4,25,16.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-06-27,2024,ODI,Sri Lanka,Home,31,5,620.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-07-05,2024,T20I,West Indies,Away,43,31,138.70967741935485,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-07-12,2024,T20I,Bangladesh,Away,0,0,0.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-07-20,2024,T20I,South Africa,Home,45,29,155.17241379310346,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-07-27,2024,ODI,Pakistan,Away,0,0,0.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-08-04,2024,T20I,South Africa,Home,72,57,126.3157894736842,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-08-11,2024,ODI,Australia,Away,0,45,0.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-08-19,2024,ODI,Bangladesh,Away,62,45,137.77777777777777,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-08-26,2024,T20I,Bangladesh,Home,65,37,175.67567567567568,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-09-03,2024,ODI,Sri Lanka,Home,23,57,40.35087719298245,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-09-10,2024,ODI,Sri Lanka,Home,35,55,63.63636363636363,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-09-18,2024,ODI,New Zealand,Away,56,29,193.10344827586206,1,2.8,11,3.928571428571429,16.799999999999997,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-09-25,2024,T20I,New Zealand,Home,36,14,257.14285714285717,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-10-03,2024,ODI,South Africa,Away,0,0,0.0,0,3.9,15,3.8461538461538463,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-10-10,2024,ODI,England,Home,39,53,73.58490566037736,1,1.8,17,9.444444444444445,10.8,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-10-18,2024,ODI,England,Home,44,20,220.00000000000003,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-10-25,2024,T20I,Australia,Away,19,19,100.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
